,Duration,Start station number,End station number,Bike number,Member type
27883,5094,31606,31620,453,1
27884,3080,31204,31613,947,0
27885,2332,31104,31214,784,0
27886,1427,31302,31201,245,1
27887,319,31103,31106,944,1
27888,6568,31202,31200,926,0
27889,982,31229,31228,145,1
27890,3383,31002,31002,555,0
27891,2708,31204,31222,912,0
27892,3379,31002,31002,757,0
27893,580,31400,31105,735,0
27894,2901,31204,31613,86,0
27895,560,31400,31105,339,1
27896,1141,31214,31611,631,1
27897,1043,31104,31106,633,0
27898,1447,31604,31110,572,0
27899,653,31203,31225,125,1
27900,5409,31108,31108,382,0
27901,1547,31201,31214,648,0
27902,1268,31602,31203,368,1
27903,8047,31613,31613,81,0
27904,606,31214,31105,659,1
27905,423,31602,31400,230,1
27906,1218,31223,31104,416,0
27907,4551,31228,31228,940,0
27908,1279,31104,31200,934,1
27909,674,31602,31203,315,1
27910,5255,31108,31108,886,0
27911,532,31228,31203,151,1
27912,1171,31205,31503,509,0
27913,2839,31215,31215,212,0
27914,2389,31609,31613,774,0
27915,1373,31103,31106,644,0
27916,1260,31610,31604,508,0
27917,476,31227,31101,903,1
27918,1228,31610,31604,380,1
27919,4710,31219,31219,112,0
27920,922,31602,31400,800,1
27921,674,31613,31208,839,1
27922,668,31613,31208,193,1
27923,6187,31013,31002,547,0
27924,1295,31204,31401,671,1
27925,317,31101,31201,123,1
27926,282,31101,31201,571,1
27927,4989,31107,31212,256,0
27928,5753,31213,31215,24,0
27929,6236,31106,31106,421,1
27930,5698,31213,31215,642,0
27931,5151,31212,31112,629,0
27932,2836,31217,31214,198,0
27933,806,31213,31620,885,1
27934,5892,31013,31002,570,0
27935,607,31222,31222,558,0
27936,569,31202,31227,148,1
27937,568,31202,31227,737,1
27938,981,31620,31206,640,0
27939,1013,31223,31225,272,1
27940,1738,31213,31401,400,1
27941,107,31303,31303,140,1
27942,1739,31213,31401,577,0
27943,9810,31302,31301,213,0
27944,518,31222,31222,834,1
27945,499,31223,31201,823,1
27946,974,31200,31207,177,1
27947,754,31106,31214,475,0
27948,2594,31007,31007,909,0
27949,2391,31104,31011,199,0
27950,894,31616,31606,803,1
27951,4897,31620,31620,638,0
27952,499,31215,31205,596,0
27953,475,31215,31205,598,0
27954,4801,31620,31620,215,0
27955,1275,31203,31613,368,1
27956,623,31218,31600,393,0
27957,19811,31200,31101,162,0
27958,580,31218,31600,664,0
27959,557,31203,31228,315,1
27960,263,31616,31616,792,1
27961,1651,31101,31201,438,0
27962,744,31616,31208,342,1
27963,3547,31204,31204,794,0
27964,1569,31201,31216,768,1
27965,379,31216,31202,537,1
27966,1546,31101,31201,903,0
27967,1325,31201,31200,123,1
27968,20943,31200,31503,656,0
27969,657,31013,31006,750,0
27970,1683,31200,31229,824,1
27971,1665,31200,31229,934,1
27972,3419,31204,31204,156,0
27973,1492,31219,31103,352,1
27974,1430,31604,31221,508,0
27975,1479,31219,31103,77,1
27976,481,31201,31200,245,1
27977,1398,31604,31221,76,1
27978,526,31110,31201,868,1
27979,78,31616,31616,590,1
27980,8724,31303,31301,140,0
27981,2306,31106,31106,944,0
27982,1376,31004,31217,720,1
27983,281,31200,31213,238,1
27984,8025,31222,31216,834,0
27985,1214,31400,31602,800,1
27986,296,31105,31104,339,1
27987,1025,31212,31111,131,0
27988,2168,31214,31214,784,0
27989,7804,31222,31216,898,0
27990,1472,31221,31402,627,1
27991,1957,31106,31106,697,0
27992,4960,31219,31217,454,0
27993,223,31228,31600,732,1
27994,4959,31219,31217,518,0
27995,362,31105,31229,735,0
27996,970,31216,31214,517,1
27997,815,31000,31001,876,0
27998,823,31000,31001,667,0
27999,134,31200,31221,326,1
28000,623,31203,31106,151,1
28001,358,31216,31203,154,1
28002,813,31606,31609,530,1
28003,962,31108,31620,185,1
28004,927,31204,31200,618,0
28005,7280,31604,31604,394,0
28006,355,31214,31200,475,1
28007,485,31228,31222,672,0
28008,453,31228,31222,315,0
28009,474,31202,31200,744,1
28010,465,31202,31200,537,1
28011,2763,31222,31005,236,0
28012,823,31620,31108,176,1
28013,2701,31222,31005,836,0
28014,101,31222,31222,35,1
28015,2787,31222,31200,853,1
28016,2786,31222,31200,866,0
28017,388,31104,31602,479,1
28018,315,31105,31104,659,1
28019,264,31214,31201,788,1
28020,2579,31222,31005,558,1
28021,1520,31613,31604,86,0
28022,1517,31613,31604,562,0
28023,6648,31217,31217,822,0
28024,1443,31613,31604,947,0
28025,320,31229,31200,735,1
28026,342,31602,31102,800,0
28027,341,31602,31102,423,0
28028,7043,31201,31221,903,1
28029,426,31229,31103,934,1
28030,439,31229,31103,824,1
28031,903,31108,31217,369,1
28032,76,31223,31223,574,1
28033,6905,31201,31221,571,0
28034,5367,31610,31605,374,0
28035,356,31216,31203,182,1
28036,1287,31216,31225,684,1
28037,322,31503,31603,945,1
28038,823,31217,31613,720,1
28039,185,31005,31006,111,1
28040,731,31215,31110,274,1
28041,727,31215,31110,158,1
28042,6812,31201,31201,438,0
28043,674,31200,31201,123,1
28044,5349,31602,31228,479,0
28045,666,31200,31201,321,1
28046,5334,31602,31228,341,0
28047,6775,31201,31201,823,0
28048,524,31101,31102,133,1
28049,1232,31613,31203,368,1
28050,824,31223,31604,908,0
28051,405,31223,31203,173,1
28052,393,31223,31203,574,1
28053,426,31200,31215,668,1
28054,1033,31200,31400,245,1
28055,681,31223,31604,592,0
28056,639,31218,31605,717,1
28057,1351,31001,31000,667,0
28058,1327,31001,31000,607,0
28059,840,31102,31200,708,1
28060,542,31203,31214,154,1
28061,540,31203,31214,182,1
28062,1083,31204,31227,532,1
28063,477,31102,31201,891,1
28064,373,31103,31106,352,1
28065,4017,31103,31112,946,0
28066,4192,31604,31604,380,0
28067,1285,31228,31107,752,1
28068,4926,31804,31804,29,0
28069,1072,31106,31112,644,1
28070,3030,31108,31108,801,0
28071,1022,31106,31112,144,1
28072,1585,31228,31500,560,0
28073,585,31216,31223,353,0
28074,559,31216,31223,849,0
28075,4740,31804,31804,25,0
28076,563,31401,31104,577,1
28077,558,31401,31104,887,1
28078,775,31235,31235,894,0
28079,2775,31108,31108,176,0
28080,2215,31006,31006,111,0
28081,309,31201,31229,123,1
28082,2163,31006,31006,526,0
28083,1034,31600,31611,183,0
28084,2380,31104,31229,858,0
28085,1704,31201,31225,321,0
28086,324,31201,31202,860,1
28087,325,31201,31202,891,1
28088,5476,31010,31010,91,0
28089,5283,31010,31010,911,0
28090,256,31214,31201,784,1
28091,5407,31010,31010,413,0
28092,5271,31010,31010,141,0
28093,8697,31111,31602,131,1
28094,2000,31103,31112,121,1
28095,1042,31208,31616,342,1
28096,8254,31213,31213,238,0
28097,243,31600,31228,867,0
28098,874,31217,31204,731,0
28099,2009,31217,31205,476,0
28100,1959,31103,31112,824,1
28101,223,31600,31228,718,0
28102,1399,31610,31611,319,1
28103,1400,31610,31611,240,0
28104,6053,31000,31002,805,0
28105,6016,31000,31002,687,0
28106,1317,31110,31200,274,1
28107,2512,31212,31613,256,0
28108,2592,31214,31108,154,1
28109,331,31223,31203,849,1
28110,399,31604,31600,908,1
28111,359,31604,31600,461,1
28112,2388,31212,31613,584,0
28113,1746,31223,31217,353,1
28114,367,31229,31200,123,1
28115,1291,31103,31222,576,1
28116,7936,31213,31213,170,0
28117,1077,31201,31105,784,0
28118,989,31201,31105,788,0
28119,642,31605,31605,258,1
28120,1174,31212,31110,157,1
28121,947,31200,31111,744,1
28122,899,31013,31003,914,0
28123,1805,31005,31005,354,1
28124,862,31616,31613,46,0
28125,1069,31214,31228,517,1
28126,801,31600,31203,233,1
28127,786,31600,31203,906,1
28128,741,31214,31105,198,0
28129,721,31214,31105,182,0
28130,740,31013,31003,254,0
28131,391,31202,31216,860,1
28132,896,31005,31006,236,1
28133,1197,31620,31205,844,0
28134,1180,31620,31205,422,0
28135,1364,31613,31620,525,0
28136,905,31228,31201,557,1
28137,543,31110,31235,572,1
28138,1428,31228,31110,718,0
28139,1346,31613,31620,828,0
28140,1357,31613,31620,720,0
28141,2651,31111,31101,57,0
28142,1023,31003,31003,841,0
28143,327,31505,31503,50,1
28144,1350,31005,31005,436,0
28145,485,31616,31600,590,1
28146,1291,31104,31212,286,0
28147,269,31110,31229,158,1
28148,1912,31215,31218,498,1
28149,1554,31011,31009,199,0
28150,1586,31202,31610,891,1
28151,281,31103,31602,77,1
28152,2350,31225,31225,636,0
28153,670,31003,31003,211,0
28154,3443,31225,31215,125,0
28155,667,31602,31402,221,1
28156,1162,31215,31213,427,0
28157,1114,31215,31213,153,0
28158,1323,31011,31009,251,0
28159,2628,31218,31006,195,1
28160,1107,31610,31609,11,1
28161,1125,31600,31600,524,0
28162,1152,31228,31503,867,1
28163,1302,31611,31201,900,1
28164,1369,31600,31215,393,0
28165,3033,31002,31002,547,0
28166,2978,31002,31002,570,0
28167,1674,31606,31606,803,1
28168,4204,31228,31600,531,1
28169,3760,31205,31200,600,0
28170,1672,31222,31105,109,1
28171,2840,31002,31002,840,0
28172,862,31200,31102,708,1
28173,189,31006,31005,111,1
28174,3547,31205,31200,596,0
28175,1159,31111,31205,486,1
28176,359,31006,31004,647,1
28177,237,31214,31213,649,1
28178,4601,31217,31221,454,0
28179,4569,31217,31221,518,0
28180,711,31503,31203,509,1
28181,3505,31105,31225,788,1
28182,673,31613,31616,46,0
28183,1232,31620,31201,701,0
28184,1236,31620,31201,453,0
28185,269,31229,31214,690,1
28186,1207,31620,31201,525,0
28187,4449,31217,31221,369,0
28188,3325,31105,31225,784,1
28189,1341,31604,31502,771,1
28190,1269,31302,31200,791,1
28191,258,31200,31201,537,1
28192,1910,31616,31212,342,0
28193,975,31220,31110,65,1
28194,696,31213,31600,385,1
28195,1851,31219,31201,502,0
28196,669,31213,31600,820,1
28197,1153,31600,31217,524,0
28198,1141,31600,31217,908,0
28199,714,31611,31606,183,1
28200,715,31611,31606,240,1
28201,349,31203,31101,173,1
28202,787,31214,31103,648,1
28203,342,31200,31229,735,1
28204,560,31105,31201,198,1
28205,589,31503,31228,50,1
28206,598,31203,31223,849,1
28207,329,31213,31227,649,1
28208,196,31214,31229,690,1
28209,895,31108,31228,886,1
28210,342,31218,31609,654,1
28211,498,31219,31203,283,1
28212,589,31229,31503,690,1
28213,11552,31108,31214,176,1
28214,991,31200,31101,645,1
28215,672,31227,31214,737,1
28216,962,31201,31103,525,0
28217,659,31202,31104,9,1
28218,789,31217,31208,620,0
28219,623,31201,31103,537,0
28220,436,31613,31606,676,0
28221,488,31110,31106,718,1
28222,894,31201,31103,701,0
28223,423,31613,31606,81,0
28224,4829,31219,31215,220,0
28225,871,31215,31100,595,0
28226,920,31205,31112,844,1
28227,851,31215,31100,37,0
28228,1172,31607,31606,587,1
28229,1153,31607,31606,312,1
28230,938,31200,31216,926,1
28231,1458,31103,31221,648,1
28232,1228,31228,31602,517,1
28233,73,31206,31204,420,1
28234,616,31213,31229,497,1
28235,411,31200,31201,475,1
28236,2999,31002,31010,301,1
28237,822,31215,31212,533,0
28238,492,31214,31105,737,1
28239,5215,31620,31620,838,0
28240,700,31204,31104,715,1
28241,1141,31108,31613,801,1
28242,4956,31620,31620,828,0
28243,1315,31501,31501,874,0
28244,1264,31215,31223,393,1
28245,1297,31103,31600,113,0
28246,1141,31106,31227,781,1
28247,2816,31613,31204,709,0
28248,1381,31606,31611,240,1
28249,1377,31606,31611,78,1
28250,2737,31613,31204,256,0
28251,1261,31620,31100,885,1
28252,1521,31613,31600,584,0
28253,1505,31613,31600,63,0
28254,938,31202,31111,830,1
28255,924,31202,31111,592,1
28256,638,31228,31214,341,1
28257,171,31221,31213,903,1
28258,666,31204,31214,187,1
28259,289,31107,31104,752,1
28260,601,31107,31200,832,1
28261,237,31106,31104,793,1
28262,281,31201,31200,557,1
28263,1291,31604,31100,947,0
28264,316,31203,31223,368,1
28265,621,31503,31201,246,1
28266,614,31503,31201,867,1
28267,784,31229,31215,735,1
28268,1253,31213,31602,427,0
28269,1569,31217,31217,353,0
28270,1506,31217,31217,499,0
28271,1063,31225,31200,651,0
28272,1043,31604,31100,394,0
28273,1301,31611,31111,276,0
28274,1267,31611,31111,319,1
28275,699,31225,31215,852,1
28276,452,31606,31613,676,0
28277,657,31011,31006,915,1
28278,320,31229,31201,858,1
28279,433,31606,31613,81,0
28280,741,31228,31503,50,1
28281,369,31104,31200,887,1
28282,2507,31227,31007,118,0
28283,1017,31109,31212,851,1
28284,493,31104,31212,715,1
28285,281,31606,31607,587,1
28286,223,31606,31607,183,1
28287,1420,31215,31215,351,0
28288,189,31109,31503,336,1
28289,1354,31215,31215,668,0
28290,178,31103,31104,591,1
28291,1278,31215,31215,125,0
28292,148,31007,31011,909,1
28293,815,31101,31214,173,1
28294,421,31102,31102,708,1
28295,559,31104,31602,577,1
28296,551,31104,31602,659,1
28297,976,31101,31228,645,1
28298,1110,31600,31503,590,0
28299,408,31201,31223,246,1
28300,629,31111,31104,319,1
28301,591,31111,31104,34,0
28302,1275,31201,31110,453,0
28303,929,31600,31503,820,0
28304,1542,31221,31103,326,1
28305,508,31106,31602,347,1
28306,1009,31010,31002,413,1
28307,299,31006,31004,751,0
28308,310,31006,31004,526,1
28309,284,31203,31216,509,1
28310,229,31602,31102,427,1
28311,1210,31215,31201,775,0
28312,1176,31215,31201,497,0
28313,282,31401,31102,260,1
28314,1209,31228,31504,280,1
28315,929,31207,31216,177,1
28316,318,31101,31214,57,1
28317,575,31228,31503,886,1
28318,861,31606,31611,312,1
28319,855,31606,31611,803,1
28320,196,31007,31004,118,0
28321,1459,31300,31111,122,1
28322,812,31402,31101,425,0
28323,2865,31604,31604,562,0
28324,777,31200,31503,596,1
28325,376,31602,31400,577,1
28326,368,31602,31400,131,1
28327,368,31105,31203,182,1
28328,246,31203,31101,283,1
28329,973,31104,31300,34,0
28330,453,31213,31600,170,1
28331,791,31205,31203,422,0
28332,190,31104,31106,319,1
28333,1483,31611,31101,240,0
28334,326,31202,31200,711,1
28335,648,31103,31400,932,1
28336,250,31200,31110,557,1
28337,724,31105,31222,109,1
28338,443,31103,31106,873,1
28339,820,31201,31503,858,1
28340,1169,31611,31214,7,1
28341,426,31103,31110,32,0
28342,271,31103,31602,701,1
28343,801,31217,31600,353,0
28344,771,31217,31600,499,0
28345,233,31101,31203,283,1
28346,315,31214,31201,341,1
28347,269,31401,31602,47,1
28348,964,31620,31235,185,1
28349,947,31620,31235,889,1
28350,528,31203,31101,574,1
28351,1164,31222,31107,109,1
28352,362,31200,31229,597,1
28353,225,31602,31103,77,1
28354,561,31202,31110,619,1
28355,252,31228,31228,831,1
28356,763,31600,31616,385,1
28357,1211,31225,31101,609,1
28358,1013,31102,31505,510,1
28359,1092,31228,31214,6,1
28360,1085,31228,31214,831,1
28361,526,31213,31200,238,1
28362,611,31203,31214,182,1
28363,212,31202,31101,317,1
28364,197,31202,31101,86,1
28365,887,31620,31108,414,1
28366,1208,31302,31110,361,1
28367,1537,31215,31600,220,0
28368,1342,31201,31109,198,1
28369,1344,31201,31109,497,1
28370,1168,31620,31620,838,0
28371,1052,31620,31620,828,0
28372,6876,31228,31219,645,0
28373,328,31303,31301,631,1
28374,653,31302,31303,191,0
28375,640,31302,31303,95,0
28376,932,31613,31217,801,1
28377,322,31202,31101,792,1
28378,774,31602,31207,517,1
28379,4502,31228,31222,663,0
28380,751,31205,31223,795,1
28381,778,31103,31214,77,1
28382,6550,31228,31219,901,0
28383,558,31214,31104,182,1
28384,290,31106,31104,319,1
28385,1094,31300,31106,740,1
28386,988,31300,31106,764,1
28387,646,31611,31606,312,1
28388,652,31611,31606,803,1
28389,158,31620,31604,638,1
28390,166,31110,31229,157,1
28391,86,31229,31229,597,1
28392,98,31229,31229,157,1
28393,573,31300,31104,34,1
28394,298,31602,31401,701,1
28395,558,31229,31214,597,1
28396,427,31107,31602,672,1
28397,525,31229,31214,157,1
28398,1673,31217,31005,801,1
28399,552,31602,31207,659,1
28400,2372,31104,31205,319,0
28401,2364,31104,31205,9,0
28402,302,31605,31613,228,1
28403,904,31106,31104,764,1
28404,1488,31106,31201,740,1
28405,552,31104,31400,182,1
28406,772,31217,31108,364,1
28407,720,31217,31108,480,1
28408,5376,31613,31610,228,1
28409,1169,31213,31604,153,0
28410,336,31201,31214,341,1
28411,1628,31214,31200,157,1
28412,1626,31214,31200,597,1
28413,1133,31213,31604,903,0
28414,437,31200,31104,573,1
28415,246,31101,31101,609,1
28416,326,31102,31401,427,1
28417,1078,31600,31212,790,0
28418,344,31207,31101,340,1
28419,517,31002,31006,840,1
28420,334,31104,31107,591,1
28421,696,31600,31201,113,0
28422,944,31111,31602,276,1
28423,300,31101,31202,340,1
28424,623,31104,31107,764,1
28425,393,31205,31214,501,1
28426,153,31201,31214,740,1
28427,533,31110,31103,65,1
28428,597,31602,31107,347,1
28429,272,31200,31229,157,1
28430,271,31200,31229,597,1
28431,339,31203,31229,283,1
28432,382,31203,31111,422,1
28433,313,31111,31202,830,1
28434,308,31111,31202,592,1
28435,1712,31301,31102,819,0
28436,1551,31204,31220,420,0
28437,1528,31204,31220,731,0
28438,551,31611,31610,206,1
28439,517,31217,31108,822,0
28440,390,31111,31105,422,1
28441,1193,31203,31503,906,1
28442,617,31228,31101,893,1
28443,140,31202,31101,340,1
28444,1981,31106,31106,325,0
28445,890,31620,31101,838,1
28446,517,31105,31104,908,1
28447,1829,31106,31106,921,0
28448,1769,31106,31106,873,0
28449,1780,31106,31106,944,0
28450,5648,31206,31206,741,0
28451,5379,31206,31206,640,0
28452,868,31214,31110,341,1
28453,356,31200,31201,618,1
28454,406,31200,31104,651,1
28455,275,31110,31202,619,1
28456,484,31104,31602,34,1
28457,770,31110,31221,341,1
28458,194,31104,31103,573,1
28459,164,31101,31202,317,1
28460,393,31214,31109,501,1
28461,92,31107,31107,591,1
28462,146,31229,31214,283,1
28463,271,31101,31109,574,1
28464,1263,31200,31106,123,1
28465,1265,31200,31106,600,1
28466,256,31602,31103,47,1
28467,746,31108,31609,623,0
28468,1122,31502,31201,942,1
28469,1493,31225,31225,784,0
28470,1478,31225,31225,540,0
28471,245,31201,31214,438,1
28472,1342,31225,31225,343,0
28473,1438,31225,31225,682,0
28474,790,31503,31102,608,1
28475,1170,31805,31704,90,0
28476,382,31201,31201,502,1
28477,893,31227,31104,23,1
28478,736,31227,31101,532,1
28479,301,31214,31202,176,0
28480,525,31101,31207,609,1
28481,519,31101,31207,893,1
28482,425,31603,31503,945,1
28483,716,31228,31203,479,0
28484,1750,31228,31604,940,0
28485,1006,31609,31221,729,1
28486,752,31204,31204,256,0
28487,619,31204,31204,709,0
28488,1945,31204,31610,156,0
28489,371,31224,31204,222,0
28490,299,31224,31204,786,0
28491,267,31608,31610,548,1
28492,47052,31605,31605,374,0
28493,430,31303,31303,95,0
28494,168,31202,31214,926,0
28495,571,31203,31105,910,1
28496,1047,31221,31609,729,1
28497,964,31605,31603,258,1
28498,468,31301,31300,899,1
28499,484,31301,31302,681,0
28500,942,31401,31212,400,1
28501,370,31008,31000,639,1
28502,301,31007,31009,217,1
28503,320,31108,31208,480,1
28504,557,31101,31205,240,1
28505,312,31007,31012,323,1
28506,684,31214,31220,438,1
28507,994,31107,31216,591,1
28508,635,31503,31202,175,1
28509,434,31010,31007,141,1
28510,166,31205,31206,476,1
28511,212,31012,31007,658,1
28512,6464,31604,31200,153,0
28513,765,31616,31219,46,1
28514,1145,31301,31104,804,1
28515,224,31214,31213,77,1
28516,581,31106,31102,600,1
28517,707,31302,31106,522,1
28518,1052,31212,31616,400,1
28519,1054,31104,31206,908,1
28520,972,31102,31501,819,1
28521,1676,31003,31221,310,1
28522,713,31214,31220,283,1
28523,246,31214,31213,57,1
28524,1685,31400,31215,245,1
28525,610,31218,31208,74,1
28526,212,31100,31206,155,1
28527,404,31107,31106,713,1
28528,474,31101,31213,425,1
28529,467,31221,31220,648,1
28530,626,31103,31213,525,1
28531,602,31108,31219,414,1
28532,214,31608,31208,601,1
28533,678,31105,31221,511,0
28534,713,31101,31216,792,1
28535,860,31202,31206,592,1
28536,1093,31503,31220,336,1
28537,762,31102,31221,407,1
28538,300,31201,31200,113,1
28539,428,31108,31218,489,1
28540,33079,31214,31221,173,1
28541,1562,31607,31220,183,1
28542,215,31610,31608,45,1
28543,655,31603,31217,88,1
28544,821,31602,31100,672,1
28545,198,31203,31216,233,1
28546,1598,31004,31208,647,1
28547,410,31224,31220,129,1
28548,951,31613,31217,711,1
28549,611,31104,31212,23,1
28550,343,31104,31214,651,1
28551,1220,31502,31620,771,1
28552,311,31101,31200,778,1
28553,207,31100,31206,825,1
28554,639,31602,31200,34,1
28555,1208,31217,31007,184,1
28556,668,31603,31218,653,1
28557,136,31214,31200,7,1
28558,504,31202,31222,509,1
28559,687,31101,31213,86,1
28560,795,31201,31604,502,1
28561,654,31229,31212,157,1
28562,1341,31606,31620,312,1
28563,1309,31606,31620,803,1
28564,170,31007,31012,141,1
28565,935,31229,31603,597,1
28566,378,31104,31105,412,1
28567,801,31111,31100,744,1
28568,536,31104,31203,416,1
28569,1037,31207,31216,609,1
28570,327,31213,31212,57,1
28571,1138,31603,31224,289,1
28572,415,31212,31220,23,1
28573,244,31218,31217,489,1
28574,250,31011,31007,203,1
28575,610,31110,31220,453,1
28576,628,31400,31101,131,1
28577,1007,31108,31100,364,1
28578,959,31400,31203,388,1
28579,1009,31101,31218,532,1
28580,1196,31108,31220,154,1
28581,645,31109,31227,882,1
28582,842,31108,31222,822,1
28583,1047,31401,31224,662,1
28584,493,31111,31503,122,1
28585,716,31104,31213,339,1
28586,598,31223,31200,849,1
28587,1005,31503,31222,50,1
28588,558,31805,31606,377,1
28589,1172,31103,31603,47,1
28590,510,31600,31213,923,1
28591,802,31302,31224,493,1
28592,319,31301,31303,549,1
28593,1513,31400,31213,182,1
28594,397,31110,31224,32,1
28595,505,31214,31205,831,1
28596,335,31103,31101,326,1
28597,509,31202,31212,175,1
28598,551,31111,31221,799,1
28599,125,31007,31011,814,1
28600,1010,31401,31101,61,1
28601,719,31103,31212,103,1
28602,490,31218,31620,653,1
28603,248,31212,31213,715,1
28604,2069,31607,31204,587,1
28605,639,31101,31224,838,1
28606,778,31104,31216,793,1
28607,551,31202,31222,317,1
28608,333,31201,31200,942,1
28609,1337,31006,31215,236,1
28610,1247,31103,31217,65,1
28611,325,31202,31213,56,1
28612,1038,31107,31212,576,1
28613,192,31214,31202,926,1
28614,365,31101,31200,162,1
28615,861,31107,31212,764,1
28616,1336,31605,31221,937,0
28617,157,31007,31011,203,1
28618,1236,31202,31217,176,1
28619,1499,31101,31108,131,1
28620,832,31203,31110,388,0
28621,666,31503,31221,690,1
28622,703,31102,31110,800,1
28623,1040,31218,31202,498,1
28624,862,31228,31204,950,1
28625,606,31208,31218,647,1
28626,851,31228,31204,456,1
28627,901,31105,31204,910,1
28628,623,31201,31503,475,1
28629,795,31214,31600,651,1
28630,773,31503,31216,656,1
28631,741,31110,31216,557,1
28632,450,31101,31213,533,1
28633,1392,31610,31205,228,1
28634,1220,31500,31604,560,0
28635,1747,31611,31110,78,1
28636,910,31214,31219,187,1
28637,825,31101,31100,310,1
28638,181,31013,31007,495,1
28639,472,31010,31007,359,1
28640,787,31104,31204,955,1
28641,811,31107,31100,109,1
28642,161,31004,31001,526,1
28643,1409,31104,31301,752,1
28644,124,31223,31223,209,1
28645,637,31010,31007,911,1
28646,1427,31606,31205,700,1
28647,355,31101,31200,326,1
28648,1471,31400,31603,230,1
28649,1210,31223,31213,393,1
28650,981,31503,31212,172,1
28651,233,31101,31201,61,1
28652,144,31013,31007,747,1
28653,650,31200,31204,162,1
28654,503,31103,31201,934,0
28655,938,31105,31225,722,1
28656,269,31613,31208,165,0
28657,847,31101,31204,341,1
28658,324,31222,31203,196,1
28659,167,31011,31007,203,1
28660,2177,31402,31213,627,0
28661,571,31104,31205,684,1
28662,533,31224,31225,229,1
28663,1844,31004,31222,284,1
28664,689,31106,31212,123,1
28665,585,31101,31221,340,1
28666,1080,31503,31205,335,1
28667,1781,31004,31222,751,0
28668,507,31109,31228,497,1
28669,391,31110,31201,388,1
28670,178,31200,31224,34,1
28671,367,31110,31104,800,0
28672,682,31101,31213,511,1
28673,444,31101,31110,440,1
28674,1108,31401,31227,671,1
28675,1311,31108,31222,616,1
28676,418,31212,31201,766,1
28677,248,31200,31212,153,1
28678,956,31602,31219,850,1
28679,229,31101,31201,518,1
28680,1324,31503,31205,906,1
28681,1607,31103,31604,537,1
28682,466,31104,31110,79,1
28683,609,31213,31220,86,1
28684,609,31217,31108,489,1
28685,946,31400,31200,577,1
28686,301,31224,31206,493,1
28687,555,31223,31224,368,1
28688,1059,31106,31222,421,1
28689,814,31106,31602,151,1
28690,1167,31208,31235,197,1
28691,1259,31613,31228,81,1
28692,185,31003,31000,841,1
28693,1148,31500,31605,223,1
28694,209,31110,31200,361,1
28695,362,31103,31106,573,1
28696,1142,31400,31603,932,1
28697,288,31007,31009,203,1
28698,665,31214,31205,740,1
28699,370,31108,31208,131,1
28700,625,31503,31229,886,1
28701,610,31613,31108,676,1
28702,1577,31013,31220,734,1
28703,5333,31503,31212,122,1
28704,867,31105,31216,737,1
28705,472,31223,31227,765,1
28706,841,31302,31200,924,1
28707,351,31202,31216,926,1
28708,712,31104,31221,343,1
28709,2254,31227,31227,882,0
28710,1264,31108,31605,489,1
28711,423,31207,31101,659,1
28712,907,31101,31221,257,1
28713,624,31200,31215,361,1
28714,391,31202,31200,830,1
28715,775,31218,31222,647,1
28716,583,31613,31218,452,1
28717,732,31202,31228,768,1
28718,550,31600,31216,353,1
28719,641,31200,31206,853,1
28720,1967,31227,31227,649,0
28721,749,31205,31604,126,1
28722,828,31200,31604,942,1
28723,1899,31105,31224,897,1
28724,1007,31613,31219,843,1
28725,394,31110,31101,440,1
28726,479,31108,31218,676,1
28727,812,31500,31604,225,1
28728,1018,31201,31223,766,0
28729,706,31602,31200,286,1
28730,1201,31107,31228,35,1
28731,625,31107,31111,513,1
28732,234,31106,31104,633,1
28733,616,31110,31205,78,1
28734,809,31229,31222,886,1
28735,827,31604,31100,562,1
28736,545,31110,31227,79,1
28737,460,31202,31222,498,1
28738,681,31222,31224,616,1
28739,205,31004,31000,118,0
28740,313,31203,31222,196,1
28741,365,31201,31200,775,1
28742,307,31203,31216,416,1
28743,1020,31613,31108,905,1
28744,625,31105,31110,422,1
28745,522,31213,31219,525,1
28746,339,31303,31302,936,1
28747,3677,31606,31227,377,1
28748,780,31101,31100,659,0
28749,1179,31201,31226,518,1
28750,733,31205,31110,9,1
28751,554,31201,31224,665,1
28752,562,31106,31101,573,1
28753,560,31101,31213,440,1
28754,718,31503,31200,590,1
28755,846,31605,31620,367,1
28756,262,31223,31228,795,1
28757,530,31203,31227,479,1
28758,1374,31602,31214,276,1
28759,502,31106,31214,713,1
28760,1402,31401,31224,427,1
28761,512,31213,31215,182,1
28762,1451,31402,31603,221,1
28763,1432,31107,31218,896,1
28764,1398,31105,31218,412,1
28765,186,31007,31011,359,1
28766,870,31102,31219,708,1
28767,1465,31107,31604,396,1
28768,512,31104,31221,804,1
28769,503,31201,31205,388,1
28770,472,31223,31604,246,1
28771,1100,31107,31100,347,0
28772,960,31105,31227,949,1
28773,811,31202,31205,619,1
28774,1100,31227,31205,781,1
28775,327,31200,31213,577,1
28776,966,31102,31227,133,1
28777,927,31105,31227,164,1
28778,1385,31606,31213,306,1
28779,1728,31221,31400,571,1
28780,686,31205,31203,437,1
28781,1878,31214,31008,713,1
28782,3197,31200,31217,7,0
28783,1124,31228,31228,795,1
28784,300,31213,31201,627,1
28785,590,31225,31205,788,1
28786,1343,31300,31100,899,1
28787,1032,31109,31203,178,0
28788,502,31205,31213,408,1
28789,2925,31200,31217,274,0
28790,2691,31211,31620,809,1
